Distribuidora||Regex|Date
Light|244|mais de 12h sem luz nesse calor e a não resolve nada. Somente passa novo prazo, isso qdo não desliga a ligação. Já são 3 dias consecutivos com falta de energia e o prazo para solucionar só aumenta.|2021-01-31 13:46:33
Light|245|fiz contato por telefone e deram um novo prazo até 10h. Liguei novamente e desligam a ligação depois de informarem novo prazo normalização 16h. O que está faltando para vcs resolverem o problema? Acionar os meios de comunicação? Alô|2021-01-31 13:35:23
Light|246|04079566320|2021-01-31 13:29:20
Light|247|Enviei por DM|2021-01-31 13:27:49
Light|248|Kit inferno para o pobre no Brasil: e|2021-01-31 13:08:30
Light|249|Já liguei 3 vezes solicitando reparo pois estou há 2 dias sem energia elétrica.|2021-01-31 12:46:11
Light|250|de respeito|2021-01-31 12:17:09
Light|251|É no poste. A equipe chega e não leva nem 1 minuto para religar|2021-01-31 12:16:29
Light|252|Pode melhorar a piada?|2021-01-31 12:10:13
Light|253|Faço isso todos os dias, pois falta luz todos os dias. 🙄|2021-01-31 12:09:55
Light|254|Socorro estamos sem energia há 10 horas. Um calor desses! Fiação do poste pegou fogo. 🔥|2021-01-31 11:59:46
Light|255|Obrigada! A luz já doi reestabelecida.|2021-01-31 11:58:20
Light|256|alooo light,mais uma vez a energia acaba no mesmo endereço|2021-01-31 11:58:14
Light|257|Mais 2 horas se passaram do prazo e nada será que vou ter q ir nas emissoras implorar pro restabelecimento de energia? É um descaso conosco alô a light está nos deixando sem luz há quase 10hs|2021-01-31 11:23:37
Light|258|já ligamos, mandamos SMS, dm... Até agora vcs não apareceram. Nesse calor absurdo deixar pessoas idosas sem luz é desumano!|2021-01-31 11:21:53
Light|259|Isso vcs já responderam a duas horas atrás e até agora nada!|2021-01-31 11:21:15
Light|260|estou a mais de 10h sem luz...isso é um absurdo. Qdo irão estabelecer o fornecimento?|2021-01-31 11:16:52
Light|261|Manda DM com o código de cliente e um palavrão|2021-01-31 11:04:14
Light|262|Quero o número da ouvidoria de vocês porque é PUTARIA que fiquemos quase 7/8 horas SEM LUZ no calor que faz o RJ. Eu estou com uma pessoa idosa de 93 anos que precisa COMER!! Porque é diabética!!|2021-01-31 10:56:23
Light|263|obrigado Tati!|2021-01-31 10:46:27
Light|264|estamos sem luz desde ontem as 23:30 nesse calor que dorme|2021-01-31 10:07:56
Light|265|Obrigado a e pela agilidade no atendimento em Vista Alegre Rj. Vamos em frente e vamos juntos...|2021-01-31 10:01:29
Light|266|e ai desde as 23h de ontem sem luz, tnc 😡😡|2021-01-31 09:49:58
Light|267|FAVOR VERIFICAR PDF CONTA CLIENTE CPF 022070787 10 INSTALAÇÃO 0414592615 Rua GUARANÉSIA AO TENTAR SEGUNDA VIA A INFORMAÇÃO É QUE O PDF O FORMATO ESTÁ IRREGULAR TANTO NO NOTEBOOK E NO CELULAR. AGRADEÇO A ATENÇÃO|2021-01-31 09:45:18
Light|268|acontecendo isso várias vezes durante a semana|2021-01-31 09:29:10
Light|269|Sim! Há umas 5 horas sem luz...|2021-01-31 09:28:16
Light|270|CADÊ A PORRA DA LUZ ???|2021-01-31 09:27:38
Light|271|aguardando resposta|2021-01-31 09:27:35
Light|272|21.988088515 Bairro Vista Alegre Rj|2021-01-31 09:25:53
Light|273|Não está!! Calor e sem luz há 4 dias!! Cadê a responsabilidade e compromisso de vcs?|2021-01-31 09:18:55
Light|274|mais uma vez sem energia em um trecho da minha rua devido a um problema no transformador que a light não resolve|2021-01-31 09:18:09
Light|275|quase 8h sem energia elétrica. Terceiro dia consecutivo com esse problema. Na zona sul resolvem rapidamente. Mas as demais regiões da cidade sofrem com o descaso dessa concessionária. Cadê as providências?|2021-01-31 08:57:59
Light|276|Mais uma vez falta de luz.|2021-01-31 08:52:54
Light|277|a pergunta que não quer calar, alguém já ligou p ?|2021-01-31 08:51:06
Light|278|Mais de 6 horas sem luz que palhaçada nesse calor!!! ATÉ AGORA SEM CONSERTAR|2021-01-31 08:47:50
Light|279|Cadê a energia?|2021-01-31 08:43:11
Light|280|Vista Alegre sem luz nesse calor!!!|2021-01-31 08:42:53
Light|281|4 dias sem luz...27 protocolos... cadê o compromisso com o cliente que paga as contas?|2021-01-31 08:42:34
Light|282|pelo o amor de Deus, estamos sem energia em vista alegre|2021-01-31 08:39:00
Light|283|0033542065|2021-01-31 08:36:28
Light|284|Falta de Luz geral em Vista Alegre. URGENTE.|2021-01-31 08:34:57
Light|285|Falta de luz geral em Vista Alegre.|2021-01-31 08:32:53
Light|286|5:13 - luz voltou 5:22- luz cai novamente.. Enfim, a incompetência da 🤡|2021-01-31 08:23:24
Light|287|Alô ainda estou sem energia elétrica, e com isso sem dormir devido ao calor. Só para lembrar estamos em pleno verão, e é desumano ficar sem um ventilador nesse calor.|2021-01-31 08:20:48
Light|288|Já coloquei é nenhuma satisfação|2021-01-31 07:57:47
Light|289|A light me deu uma previsão de retorno da luz pras 10 da manhã sendo que eu estou com um IDOSO de 93 anos em casa!! CARALHO QUE FALTA DE NOÇÃO. CALOR DO CARALHO QUE ESTÁ FAZENDO NA CIDADE .... Alô que que fazemos com a ??|2021-01-31 07:56:45
Light|290|Kkkk ja to|2021-01-31 07:32:27
Light|291|Vai pra varanda|2021-01-31 07:22:17
Light|292|Cadeeee a minha luz cara, todo dia falta luz aq mano, da não, mo calor|2021-01-31 07:15:02
Light|293|a previsão de restabelecimento da energia era até 03h55min. Já são 04h e nada. Protocolo 149456754 gerado em 30/01/21 22h15min. Terceiro dia consecutivo com falta de energia, sendo o segundo a partir das 22h. E a falta ocorre apenas em um trecho da rua.|2021-01-31 06:59:57
Light|294|Como vou está bem ? Se pago minhas contas em dia pra vc fazer isso ?|2021-01-31 06:52:03
Light|295|Dona a senhora poderia tomar vergonha na cara é resolve o problema da luz do Rio de Janeiro da cidade de queimados a luz tá caindo e voltando dessa 0:45 a ponto de queimar eletrodomésticos, queimar as coisas mas na hora de cobra a senhora vêm né|2021-01-31 06:49:37
Light|296||2021-01-31 06:42:27
Light|297||2021-01-31 06:41:57
Light|298||2021-01-31 06:41:52
Light|299||2021-01-31 06:41:47
Light|300|mensagem automática fudida, esses cara marola|2021-01-31 06:16:11
Light|301|Debochando ainda bt|2021-01-31 06:09:15
Light|302|Previsão de normalização da luz só as 8:50? Vocês estão de sacanagem, um calor do caralho e sem luz|2021-01-31 06:00:56
Light|303|🤣🤣🤣🤣🤣🤣🤣😆|2021-01-31 05:54:14
Light|304|vai tomar no cu vem resolver essa porra logo caralho|2021-01-31 05:52:51
Light|305|....OU QUEREM QUE EU COMPRE UM NOBREAK DE MIL REAIS??? E SE AQUI HOUVESSE ALGUMA PESSOA COM ALGUM EQUIPAMENTO VITAL ????? RESOLVAM ESSES PROBLEMAS DE GATOS!!!!! SE VIREM!! VAO COM A POLÍCIA. EU PAGO ESSA MERDA DESSA ENERGIA, PORRA|2021-01-31 05:43:01
Light|306|O pior é que esta empresa NUNCA reembolsa nossos prejuízos! Segunda vez que arruinaram meu PC!! Incompetentes!!!! CONSEGUIRAM COM TANTAS OSCILAÇÕES BRUSCAS DE VOLTAGEM, ESTRAGAR ATÉ MEU NOBREAK!!! VOCES QUEREM QUE UMA RESIDÊNCIA TENHA UM GERADOR AGORA??????|2021-01-31 05:40:26
Light|307|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-31 05:30:58
Light|308|Isso é uma puta falta de respeito com quem trabalha, tem idoso em casa, recém nascido. Na verdade isso deveria ser um crime contra qualquer ser humano, privação de energia elétrica nesse calor desgraçado. Como que dorme sem ventilador/ar condicionado|2021-01-31 05:29:56
Light|309|Uma semana sem luz durante a madrugada MORADOR DA Z.O É LIXO PRA ESSA EMPRESA previsão de retorno 7h10 da manhã?? VOCÊS ENTENDEM O QUE É DORMIR NO CALOR NO BAIRRO MAIS QUENTE DO RJ? E VAMOS DE PROCESSO!!!!|2021-01-31 05:28:30
Light|310|A só pode estar de sacanagem. A semana inteira faltando luz entre 23h~5h da manhã nesse calor infernal. Puta que pariu hein|2021-01-31 05:26:07
Light|311|"As oscilações bruscas de voltagem, interrupções de energia, etc, conseguiram fazer até estragar hoje, o meu "" nobreak"", um absurdo isso!!! Incompetentes!!!!!"|2021-01-31 05:23:27
Light|312||2021-01-31 05:10:44
Light|313|Precisamos de uma solução urgente porque só falta luz numa parte da rua. E a demora ora resolver é grande.|2021-01-31 05:01:18
Light|314|Mas é todo dia agora. É um absurdo. Sem condições de dormir assim.|2021-01-31 05:00:00
Light|315|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-31 04:58:00
Light|316|e lá vamos nós pra mais uma madrugada quente e sem luz.|2021-01-31 04:55:25
Light|317|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-31 04:53:22
Light|318|Tentando sobreviver. Está difícil...|2021-01-31 04:48:33
Light|319|Já fiz!! Precisamos de luz urgente!! Estou com um idoso de 93 anos em casa !!|2021-01-31 04:48:13
Light|320|Mais uma noite sem luz... Tá de sacanagem né|2021-01-31 04:47:22
Light|321|Neste calor do RJ sem luz alguém está bem?????????|2021-01-31 04:47:07
Light|322|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-31 04:45:44
Light|323|Três Postes estão Pegando Fogo na Rocinha . Bombeiros acionados para o local.|2021-01-31 04:44:41
Light|324|Alô , tijuca sem luz!!|2021-01-31 04:44:18
Light|325|"Um dos transformadores da minha rua estourou, e alguns aparelhos elétricos funcionam, mas outros não. Isso conta como ""falta de luz""? Isto é, posso mandar aquele SMS?"|2021-01-31 04:42:00
Light|326|3º vez na semana faltando luz ?????? Vão se fuder né|2021-01-31 04:39:25
Light|327|TÁ FODA VAMOS QUERER RESOLVER|2021-01-31 04:37:50
Light|328|Ligo ou não ligo para a|2021-01-31 04:35:35
Light|329|Vtnc todo dia sem luz tá foda|2021-01-31 04:32:53
Light|330|odeio vocês mais do q qualquer coisa nesse mundo|2021-01-31 04:30:08
Light|331|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-31 04:07:05
Light|332|Um calor da porra, e luz caindo toda hora. Tá foda em|2021-01-31 04:04:29
Light|333|Crlh ta foda hein? Todo dia acaba a luz nessa porra, vem resolver essa merda logo, bando de fdp, tava na ranked|2021-01-31 03:57:49
Light|334|Vou nem fumar esse agora pq se não vou gastar a onda matando mosquito e xingando a|2021-01-31 03:30:17
Light|335|Ok, mas me tirem uma dúvida Se puder tirar dois participantes em um paredão formado por &amp; Lumena Quem você torceria pra ficar mais um pouco? (É pro meu TCC rssss)|2021-01-31 03:28:11
Light|336|ja comuniquei a falta de luz a mais de 2 horas atras. E nada de uma equipe vir religar. QUARTO DIA SEGUIDO faltando luz no mesmo horario|2021-01-31 03:23:43
Light|337|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-31 03:17:29
Light|338|e dão sorte O brasileiro deveria cobrar os serviços do país na mesma garra que assiste reality show|2021-01-31 03:14:22
Light|339|mas vcs sabem o motivo?|2021-01-31 03:12:15
Light|340|Tudo certo já chefia, voltou agora a pouco, tmjuntão|2021-01-31 03:11:06
Light|341|meu poste pegou fogo estou sem luz e ninguém me atende ...|2021-01-31 03:07:36
Light|342|serviço de merda hein, segunda vez q falta luz só hoje|2021-01-31 03:06:58
Light|343|KOE PAPO RETO VAI TOMAR NO CU MO CALORZAO SEM LUZ PORRA|2021-01-31 02:58:48
Light|344|Vamos ver legal a porra dessa luz ein|2021-01-31 02:57:44
Light|345|Vamos ver legal a porra dessa luz ein|2021-01-31 02:52:20
Light|346|Todo dia agora falta luz somente aqui na quadra como podemos resolver isso??? essa semana toda nessa mesma hora !!!!|2021-01-31 02:48:28
Light|347|Surreal... Força, meu Amigo!|2021-01-31 02:43:53
Light|348|Ai o transformador estoura, a luz vai, a luz volta e a conta da paga em dia! Já o serviço...|2021-01-31 02:43:40
Light|349|3 dias postando essa merda e eles só pedem a porra do código de instalação|2021-01-31 02:42:05
Light|350|Ou qlqlr outra pessoa influente|2021-01-31 02:41:42
Light|351|De rádio|2021-01-31 02:41:33
Light|352|Vai adiantar não mano, marca as emissoras.|2021-01-31 02:41:23
Light|353|é o 4° dia que estou sem luz, valeu ?|2021-01-31 02:40:19
Light|354|Os prints estão aí. Todos foram respondidos pela solicitando o código de instalação para abrirem chamado. Na primeira vez voltou a luz só as 11:00. Na segunda vez, às 01:00 Na terceira, às 03:00 E hoje, mais uma noite mal dormida, pois não sabemos quando volta.+|2021-01-31 02:30:15
Light|355||2021-01-31 02:22:43
Light|356|Boa noite . Outra noite sem energia. Vcs são demais. Avisei o dia inteiro e vcs não tomam providências. Sejam úteis, cumpram c/ seus deveres. Agora, só me resta aguardar até amanhã. Este é o 4o. dia de falta de luz no mesmo horário. Tomem vergonha!|2021-01-31 02:19:03
Light|357|Mandar DM??? Pra vcs abrirem outro protocolo e não resolverem nada???? Tem pessoas na rua sem poder usar o Ar, nesse calor desgraçado do Rio.|2021-01-31 02:19:00
Light|358|Tudo péssimo. Estou a mais de três horas sem poder sair com meu carro, pq tem um fio de alta tensão em cima dele, e só o que me falam é que vao vir... Quero saber que horas???|2021-01-31 02:18:18
Light|359|deixar um fio caído na rua por mais de 3 horas é um absurdo. Não pagamos barato, então façam a sua parte.|2021-01-31 02:09:11
Light|360|a merda da luz tá oscilando de 5 em 5 minutos. Já abri 4 protocolos e NGM veio ver. Se eu colocar gato no meu ar vcs vem aqui?|2021-01-31 02:09:05
Light|361|me explica como é possível alguém ficar sem luz por 4 dias consecutivos se esse mesmo alguém paga em dia e caro pelo serviço?|2021-01-31 01:51:35
Light|362|Já mandei, estou tentando em ligação e não me atendem e agora está mudo!|2021-01-31 01:24:44
Light|363|Essa merda de empresa faz pouco caso agente chama emergência já tem 24 horas estou com câncer estado grave passando calor devido a má vontade da emergência . Se amanhã não resolve vou por na justiça|2021-01-31 01:19:15
Light|364|o transformador na porta da minha casa está pegando fogo e soltando dando curto! Nunca que resolvem essa droga.|2021-01-31 01:17:54
Light|365|Que modernização só vivo no escuro como já estou 24 horas nem emergência resolve tudo farsa|2021-01-31 01:14:05
Light|366|A tá de sacanagem com a cara dos clientes de Caxias. Todo dia tendo queda de luz aqui no meu bairro, todo dia a gente correndo o risco de ter os eletrodomésticos queimados por conta disso. Se queimar, quem vai nos ressarcir? Só ontem foram 5 quedas de energia|2021-01-31 00:55:49
Light|367|Ih caralho kkkkkkkkkkkkkkkkkk|2021-01-31 00:49:49
Light|368|Puta merda, coé ajuda o amigo aqui!|2021-01-31 00:42:47
Light|369|Já voltou se não o destino deles eles já sabiam.|2021-01-31 00:39:03
Light|370|ajuda o amigo aí com todo o respeito.|2021-01-31 00:36:42
Light|371|Ligamos pra vcs comunicando a falta de luz. Vcs não compareceram. 😠|2021-01-31 00:19:12
Light|372|Não, não está.|2021-01-31 00:18:16
Light|373|calor desse, só pode tá de sacanagem|2021-01-31 00:08:58
Light|374|Mó calorão e tu me deixa sem luz. É sacanagem|2021-01-31 00:06:52
Light|375|Vão dar um solução pra nós ou vão ligar pra terceiros?|2021-01-31 00:06:40
Light|376|Iae da vocês tão de sacanagem nessa porra né ? Um calor do caralho vocês deixar nós sem luz tá de sacanagem nessa porra ?|2021-01-31 00:03:58
Light|377|Ô faltar luz HOJE é putaria hein?! Calor do caralho|2021-01-30 23:38:26
Light|378|Um calorão e a luz resolveu acabar 😒|2021-01-30 23:38:01
Light|379|ta na hora...|2021-01-30 23:36:03
Light|380|a cada queda de tensão vou colocar um comentário aqui até me cansar...|2021-01-30 23:09:37
Light|381|Espero que o ar-condicionado aí funcione, pq aqui a não me permite usá-lo|2021-01-30 23:07:37
Light|382|Vcs conseguem estragar o final de semana de um trabalhador. É incrível a capacidade de vcs em fazer isso.|2021-01-30 23:06:13
Light|383|Casa da minha mãe sem luz no calor de 40 graus. Ligamos pra 14h e até agora nada. Absurdo! Cobram um valor altíssimo e agem com descaso total com os clientes.|2021-01-30 23:03:26
Light|384|, mesmo com tantos protocolos de atendimento, que não informam o ocorrido ([30/1 08:14] Paulo Candido: 2162967731, protocolo 2162967896 [: Novo protocolo 2162985433 as 08:25h , atendente Milena, nada foi feito até o momento, toda a rua no escuro,|2021-01-30 22:53:18
