Date|Distribuidora||Original|Regex|Processado|No Stopwords
2021-02-04|Light|97|Neste prédio, o marcador é digital, e verificando o relógio, achei ilegível. Peço que algum técnico venha analisá-lo, por gentileza, porque estou assustadíssima com os valores das contas que têm chegado. Esse mês, foi R$717, e não me conformo @lightclientes (continua)|Neste prédio, o marcador é digital, e verificando o relógio, achei ilegível. Peço que algum técnico venha analisá-lo, por gentileza, porque estou assustadíssima com os valores das contas que têm chegado. Esse mês, foi R$717, e não me conformo (continua)|prédio marcador digital verificando relógio achei ilegível técnico venha gentileza assustadíssima contas chegado mês continua|prédio marcador digital verificando relógio achei ilegível técnico venha gentileza assustadíssima contas chegado mês continua
2021-02-04|Light|98|"Prezados, bom dia. Me mudei para este imóvel no fim do ano passado. Nunca, em toda minha vida, gastei mais de R$390 numa conta de luz - conforme podem verificar pelo meu histórico de contas, através do meu CPF, já que eu era a titular no imóvel anterior.
@lightclientes"|Prezados, bom dia. Me mudei para este imóvel no fim do ano passado. Nunca, em toda minha vida, gastei mais de R$390 numa conta de luz - conforme podem verificar pelo meu histórico de contas, através do meu CPF, já que eu era a titular no imóvel anterior.|prezados bom dia mudei imóvel fim ano passado nunca vida gastei conta luz conforme verificar histórico contas através cpf titular imóvel anterior|prezados bom dia mudei imóvel fim ano passado nunca vida gastei conta luz conforme verificar histórico contas através cpf titular imóvel anterior
2021-02-04|Light|99|@gustastew @lightclientes Que ma sorte hein|Que ma sorte hein||
2021-02-04|Light|100|@lightclientes @ProconRJ @celsorussomanno Essa conta já foi paga pq ele mantém as contas em dia e não queria ficar sem luz, mas deem um jeito nisso, porque estamos dispostos a ir atrás dos direitos dele|Essa conta já foi paga pq ele mantém as contas em dia e não queria ficar sem luz, mas deem um jeito nisso, porque estamos dispostos a ir atrás dos direitos dele|conta paga mantém contas dia queria ficar luz deem jeito dispostos ir atrás direitos|conta paga mantém contas dia queria ficar luz deem jeito dispostos ir atrás direitos
2021-02-04|Light|101|@lightclientes @ProconRJ @celsorussomanno 0430122336|0430122336||
2021-02-04|Light|102|@CostaGillian Alô @lightclientes da essa moral pra amiga ai kkkk|Alô da essa moral pra amiga ai kkkk|moral amiga|moral amiga
2021-02-04|Light|103|@lightclientes Light me ajuda, preciso fazer troca de titularidade mas não estou conseguindo.|Light me ajuda, preciso fazer troca de titularidade mas não estou conseguindo.|ajuda fazer troca titularidade conseguindo|ajuda fazer troca titularidade conseguindo
2021-02-04|Light|104|@lightclientes  Acabei de entrar no site e verifiquei que a conta de um trabalhador que trabalha de 04:40 mora em uma kitnet e retorna às 19hrs veio no valor de 420, foi AFERIDA POR MEDIA.Ele tem que pagar o que consumiu.@ProconRJ @celsorussomanno|Acabei de entrar no site e verifiquei que a conta de um trabalhador que trabalha de 04:40 mora em uma kitnet e retorna às 19hrs veio no valor de 420, foi AFERIDA POR MEDIA.Ele tem que pagar o que consumiu.|entrar site verifiquei conta trabalhador trabalha mora kitnet retorna 19hrs veio valor aferida pagar consumiu|entrar site verifiquei conta trabalhador trabalha mora kitnet retorna 19hrs veio valor aferida pagar consumiu
2021-02-04|Light|105|@lightclientes @lightclientes por que o empreendedor é tão mal tratado na relação com vocês? Estou com 03 empreendimentos travados por falta de agilidade das equipes, e em cada reunião aparecem com uma desculpa diferente! Dureza empreender no Rio com a Light travando o desenvolvimento.|por que o empreendedor é tão mal tratado na relação com vocês? Estou com 03 empreendimentos travados por falta de agilidade das equipes, e em cada reunião aparecem com uma desculpa diferente! Dureza empreender no Rio com a Light travando o desenvolvimento.|empreendedor tão mal tratado relação travados falta agilidade reunião aparecem desculpa diferente dureza empreender travando desenvolvimento|empreendedor tão mal tratado relação travados falta agilidade reunião aparecem desculpa diferente dureza empreender travando desenvolvimento
2021-02-04|Light|106|@gustastew @lightclientes Iti 😍|Iti 😍|iti 😍|iti 😍
2021-02-04|Light|107|@gustastew @lightclientes 🙏🏻🙏🏻|🙏🏻🙏🏻|🙏 🏻 🙏|🙏 🏻 🙏
2021-02-04|Light|108|@lihsandrade @lightclientes Graças à Deus não, mas poderia|Graças à Deus não, mas poderia|graças poderia|graças poderia
2021-02-04|Light|109|@gustastew @lightclientes Ia te perguntar isso. Se alguém sofreu algo|Ia te perguntar isso. Se alguém sofreu algo|perguntar sofreu|perguntar sofreu
2021-02-04|Light|110|@lihsandrade @lightclientes Horrível. Não trocaram a haste de madeira simplesmente apodreceu e nao aguentou o peso dos fios. Imagina se cai na rua com alguém passando?|Horrível. Não trocaram a haste de madeira simplesmente apodreceu e nao aguentou o peso dos fios. Imagina se cai na rua com alguém passando?|horrível trocaram haste madeira simplesmente apodreceu aguentou peso fios imagina cai rua passando|horrível trocaram haste madeira simplesmente apodreceu aguentou peso fios imagina cai rua passando
2021-02-04|Light|111|@Tai_Alves @lightclientes Ele tava rindo a beça com a minha avó kkkk ele que me acordou fdp|Ele tava rindo a beça com a minha avó kkkk ele que me acordou fdp|rindo beça avó acordou|rindo beça avó acordou
2021-02-04|Light|112|sem luz desde segunda... obgd  @lightclientes|sem luz desde segunda... obgd|luz segunda obgd|luz segunda obgd
2021-02-04|Light|113|@gustastew @lightclientes Caralho|Caralho|caralho|caralho
2021-02-04|Light|114|@gustastew @lightclientes Só vc vir pra cá 😊 ps:. Traz o Theo|Só vc vir pra cá 😊 ps:. Traz o Theo|vc vir cá 😊 traz theo|vc vir cá 😊 traz theo
2021-02-04|Light|115|@lihsandrade @lightclientes E foi pior aqui, a haste que segura os fios de alta tensão simplesmente caiu e aí eles se uniram e explodiu https://t.co/4PcvgrUv2H|E foi pior aqui, a haste que segura os fios de alta tensão simplesmente caiu e aí eles se uniram e explodiu|pior aqui haste segura alta tensão simplesmente caiu aí uniram explodiu|pior aqui haste segura alta tensão simplesmente caiu aí uniram explodiu
2021-02-04|Light|116|@gustastew @lightclientes Aconteceu isso ontem no consultório do médico da minha mãe. Ela teve que descer de escada.|Aconteceu isso ontem no consultório do médico da minha mãe. Ela teve que descer de escada.|aconteceu ontem médico mãe descer escada|aconteceu ontem médico mãe descer escada
2021-02-04|Light|117|@Tai_Alves @lightclientes Precisava? 😭 eu tenho família. Na cara não.|Precisava? 😭 eu tenho família. Na cara não.|precisava família cara|precisava família cara
2021-02-04|Light|118|@gustastew @lightclientes E pra luz a gente usa o gerador auando precisa 😘😘|E pra luz a gente usa o gerador auando precisa 😘😘|luz usa gerador auando precisa|luz usa gerador auando precisa
2021-02-04|Light|119|@gustastew @lightclientes Mas aqui não falta água 😘|Mas aqui não falta água 😘|aqui falta água|aqui falta água
2021-02-04|Light|120|Hoje a @lightclientes está me aborrecendo em nível master!|Hoje a está me aborrecendo em nível master!|hoje aborrecendo nível|hoje aborrecendo nível
2021-02-04|Light|121|@Tai_Alves @lightclientes Morar na zona sul tem disso ne amore bjss|Morar na zona sul tem disso ne amore bjss|zona sul d|zona sul d
2021-02-04|Light|122|@lightclientes Hoje o vento está mais forte e tenho receio que caia https://t.co/celtyHGvTa|Hoje o vento está mais forte e tenho receio que caia|hoje vento forte receio caia|hoje vento forte receio caia
2021-02-04|Light|123|@lightclientes Olá bom dia , irão poder ajudar ou indicar o caminho  para solucionar este problema , posso contar com ajuda da light . https://t.co/nrxauFWZ1S|Olá bom dia , irão poder ajudar ou indicar o caminho para solucionar este problema , posso contar com ajuda da light .|bom dia ajudar indicar caminho solucionar problema contar ajuda|bom dia ajudar indicar caminho solucionar problema contar ajuda
2021-02-04|Light|124|@gustastew @lightclientes Aqui demora mais de 12h pra chegar o socorro. Privilegiado sim!|Aqui demora mais de 12h pra chegar o socorro. Privilegiado sim!|aqui demora chegar socorro privilegiado sim|aqui demora chegar socorro privilegiado sim
2021-02-04|Light|125|@informemelim @lightclientes Vou pro shopping pq la tem luz, água e comida amo kkkkk|Vou pro shopping pq la tem luz, água e comida amo kkkkk|luz água comida kkkkk|luz água comida kkkkk
2021-02-04|Light|126|@gustastew @lightclientes o carioca ele deu check em todas as possibilidades de perrengues quando desceu porque não é possível juro|o carioca ele deu check em todas as possibilidades de perrengues quando desceu porque não é possível juro|carioca deu check possibilidades perrengues desceu possível juro|carioca deu check possibilidades perrengues desceu possível juro
2021-02-04|Light|127|@informemelim @lightclientes E estamos com falta d'água amo|E estamos com falta d'água amo|falta|falta
2021-02-04|Light|128|@gustastew @lightclientes boa sorte!|boa sorte!|boa sorte|boa sorte
2021-02-04|Light|129|Oi @lightclientes acabou de EXPLODIR o transformador aqui na rua e estamos sem luz 🤡|Oi acabou de EXPLODIR o transformador aqui na rua e estamos sem luz 🤡|explodir transformador aqui rua luz|explodir transformador aqui rua luz
2021-02-04|Light|130|@lightclientes Acabei de enviar|Acabei de enviar|enviar|enviar
2021-02-04|Light|131|@lightclientes como que vocês me dão duas contas com o mesmo vencimento????|como que vocês me dão duas contas com o mesmo vencimento????|dão contas vencimento|dão contas vencimento
2021-02-04|Light|132|@ale22_rodrigues @lightclientes Foda , passo esse sufoco direto|Foda , passo esse sufoco direto|foda passo sufoco|foda passo sufoco
2021-02-04|Light|133|@lightclientes Favor ler conversa completa, tá tudo explicado|Favor ler conversa completa, tá tudo explicado|conversa completa tá tudo explicado|conversa completa tá tudo explicado
2021-02-04|Light|134|@lightclientes Mas qual parte que o débito não é meu ? E que mesmo mandando os documentos a resposta é que tem débito que de novo não é meu. Faz como ? Fica nesse ciclo sem fim e continuo sem luz ????|Mas qual parte que o débito não é meu ? E que mesmo mandando os documentos a resposta é que tem débito que de novo não é meu. Faz como ? Fica nesse ciclo sem fim e continuo sem luz ????|parte débito mandando resposta débito novo faz fica ciclo fim continuo luz|parte débito mandando resposta débito novo faz fica ciclo fim continuo luz
2021-02-04|Light|135|TODOS OS E-MAILS ESTÃO COM OS DOCUMENTOS ANEXADOS , REALMENTE PRECISA DISSO @lightclientes ??????|TODOS OS E-MAILS ESTÃO COM OS DOCUMENTOS ANEXADOS , REALMENTE PRECISA DISSO ??????|anexados realmente precisa|anexados realmente precisa
2021-02-04|Light|136|cara q calor, essa @lightclientes tá de marola né possível|cara q calor, essa tá de marola né possível|cara tá possível|cara tá possível
2021-02-04|Light|137|@lightclientes Valeu muito obrigado|Valeu muito obrigado|valeu obrigado|valeu obrigado
2021-02-04|Light|138|@lightclientes @AnatelGovBR 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕|🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕||
2021-02-04|Light|139|@lightclientes @transitorj Bom dia !Está tudo ótimo ...tirando o valor da conta de luz que está um absurdo....😒|Bom dia !Está tudo ótimo ...tirando o valor da conta de luz que está um absurdo....😒|bom dia ótimo tirando valor conta luz absurdo 😒|bom dia ótimo tirando valor conta luz absurdo 😒
2021-02-04|Light|140|Aí, vc envia uma msg para a @lightclientes e eles lhe retornam com um pergunta sobre meu código de instalação! A FALTA DE ENERGIA É EM TODO O BAIRRO, SEUS MERDAS!!! Cadê a @AnatelGovBR que só sabe conceder aumento da tarifa??? Cadê a fiscalização???|Aí, vc envia uma msg para a e eles lhe retornam com um pergunta sobre meu código de instalação! A FALTA DE ENERGIA É EM TODO O BAIRRO, SEUS MERDAS!!! Cadê a que só sabe conceder aumento da tarifa??? Cadê a fiscalização???|aí envia msg retornam pergunta código instalação falta energia bairro merdas cadê sabe conceder aumento cadê fiscalização|aí envia msg retornam pergunta código instalação falta energia bairro merdas cadê sabe conceder aumento cadê fiscalização
2021-02-04|Light|141|Cadê minha luz, @lightclientes ??|Cadê minha luz, ??|cadê luz|cadê luz
2021-02-04|Light|142|@lightclientes PORRA! Não é só na minha residência! É no bairro todo! Qual a necessidade de se ter o número do cliente??? Fala sério! Empresa de MERDA!!! Alô @AnatelGovBR @MPF_PGR @AdvocaciaGeral @Minas_Energia|PORRA! Não é só na minha residência! É no bairro todo! Qual a necessidade de se ter o número do cliente??? Fala sério! Empresa de MERDA!!! Alô|porra residência bairro necessidade ter número cliente fala sério empresa merda|porra residência bairro necessidade ter número cliente fala sério empresa merda
2021-02-04|Light|143|@lightclientes @ProconRJ A light permanece a mais de 2h solicitando informações em cima de informações e não resolve o problema. A mais de 5h sem energia aqui e eles enrolando a mais de 2 pra passar uma informação.|A light permanece a mais de 2h solicitando informações em cima de informações e não resolve o problema. A mais de 5h sem energia aqui e eles enrolando a mais de 2 pra passar uma informação.|permanece 2h solicitando informações cima informações resolve problema 5h energia aqui enrolando passar informação|permanece 2h solicitando informações cima informações resolve problema 5h energia aqui enrolando passar informação
